"id","text","author"
"id22229","The flutes piped horribly, and again I heard the beating of the drums from the direction of the island ruin.","HPL"
"id15446","Raymond yielded for the present.","MWS"
"id06905","""Poor Matt Matt he allus was agin' it tried to line up the folks on his side, an' had long talks with the preachers no use they run the Congregational parson aout o' taown, an' the Methodist feller quit never did see Resolved Babcock, the Baptist parson, agin Wrath o' Jehovy I was a mighty little critter, but I heerd what I heerd an' seen what I seen Dagon an' Ashtoreth Belial an' Beëlzebub Golden Caff an' the idols o' Canaan an' the Philistines Babylonish abominations Mene, mene, tekel, upharsin "" He stopped again, and from the look in his watery blue eyes I feared he was close to a stupor after all.","HPL"
"id14952","I profited of this time to rest for a few hours.","MWS"
"id14438","Adrian remained in the coffee room, while I, in compliance with his desire, took my seat in St. Stephen's.","MWS"
"id05405","One subject What could it be?","MWS"
"id24043","The narrow space immediately surrounding what had been the body, was now growing to be the body itself.","EAP"
"id15992","But, when I recovered from this stupor, there dawned upon me gradually a conviction which startled me even far more than the coincidence.","EAP"
"id11736","With a fair and strong breeze we soon ran into the little cove to the northward of Fort Moultrie, and a walk of some two miles brought us to the hut.","EAP"
"id20142","It may be observed, in passing, that this prodigious glass is said to have been molded at the glasshouse of Messrs. Hartley and Grant, in Dumbarton; but Messrs. H. and G.'s establishment had ceased operations for many years previous to the publication of the hoax.","EAP"
"id22640","The archaic lanes and houses and unexpected bits of square and court had indeed delighted me, and when I found the poets and artists to be loud voiced pretenders whose quaintness is tinsel and whose lives are a denial of all that pure beauty which is poetry and art, I stayed on for love of these venerable things.","HPL"
"id13320","She was frightened by his gaiety, for she dreaded a greater revulsion at the end.","MWS"
"id25929","In this walk, so many times repeated, the world's greatest master of the terrible and the bizarre was obliged to pass a particular house on the eastern side of the street; a dingy, antiquated structure perched on the abruptly rising side hill, with a great unkempt yard dating from a time when the region was partly open country.","HPL"
"id11913","The small object on the table fascinated me intensely.","HPL"
"id08839","We were now thoroughly broken down; but the intense excitement of the time denied us repose.","EAP"
"id00610","I then thought, and I think so still, that I never heard a clearer nor a stronger voice, nor beheld a finer set of teeth: but I must say that I was sorry for the interruption just at that moment, as, owing to the whispers and insinuations aforesaid, my interest had been greatly excited in the hero of the Bugaboo and Kickapoo campaign.","EAP"
"id02553","""And now, Dupin, what would you advise me to do?"" ""To make a thorough re search of the premises.""","EAP"
"id16530","Legrand immediately took the scythe, and cleared with it a circular space, three or four yards in diameter, just beneath the insect, and, having accomplished this, ordered Jupiter to let go the string and come down from the tree.","EAP"
"id13152","On Monday, it was ascertained that the girl had not been to the Rue des Drômes; and when the day elapsed without tidings of her, a tardy search was instituted at several points in the city, and its environs.","EAP"
"id18422","The old captains of the sea came often to my grandfather and told him of these things, which in turn he told to my father, and my father told to me in the long autumn evenings when the wind howled eerily from the East.","HPL"
"id19042","On a pair of golden crouching lions rested the throne, many steps above the gleaming floor.","HPL"
"id20919","After all, the strangest and maddest of myths are often merely symbols or allegories based upon truth and old Zadok must have seen everything which went on around Innsmouth for the last ninety years.","HPL"
"id21073","The whole cohort now remained at a standstill, and as the torches faded I watched what I thought were fantastic shadows outlined in the sky by the spectral luminosity of the Via Lactea as it flowed through Perseus, Cassiopeia, Cepheus, and Cygnus.","HPL"
"id18764","About eight inches immediately below these ropes, and four feet from the bottom of the car I fastened another shelf but made of thin plank, being the only similar piece of wood I had.","EAP"
"id15166","Before, I had only imagined the wretchedness of my desolated home; the reality came on me as a new, and a not less terrible, disaster.","MWS"
